"Downloaded on",04/07/2021,"10:50:53 EDT"
"Search URL",https://www.congress.gov/search?q=%7B%22source%22%3A%22comreports%22%2C%22congress%22%3A%22116%22%7D&pageSort=numberAsc

"Report Number",URL,Congress,Accompanies,Title,Committee
"H. Rept. 116-541",https://www.congress.gov/congressional-report/116th-congress/house-report/541/1,"116th Congress (2019-2020)","H.R. 1289","PRESERVING HOME AND OFFICE NUMBERS IN EMERGENCIES ACT OF 2020","House Energy and Commerce"
"H. Rept. 116-542",https://www.congress.gov/congressional-report/116th-congress/house-report/542/1,"116th Congress (2019-2020)","H.R. 7293","SUICIDE TRAINING AND AWARENESS NATIONALLY DELIVERED FOR UNIVERSAL PREVENTION ACT OF 2020","House Energy and Commerce"
"H. Rept. 116-543",https://www.congress.gov/congressional-report/116th-congress/house-report/543/1,"116th Congress (2019-2020)","H.R. 4861","EFFECTIVE SUICIDE SCREENING AND ASSESSMENT IN THE EMERGENCY DEPARTMENT ACT OF 2019","House Energy and Commerce"
"H. Rept. 116-544",https://www.congress.gov/congressional-report/116th-congress/house-report/544/1,"116th Congress (2019-2020)","H.R. 2519","IMPROVING MENTAL HEALTH ACCESS FROM THE EMERGENCY DEPARTMENT ACT OF 2020","House Energy and Commerce"
"H. Rept. 116-545",https://www.congress.gov/congressional-report/116th-congress/house-report/545/1,"116th Congress (2019-2020)","H.R. 8128","CONSUMER SAFETY TECHNOLOGY ACT","House Energy and Commerce"
"H. Rept. 116-546",https://www.congress.gov/congressional-report/116th-congress/house-report/546/1,"116th Congress (2019-2020)","H.R. 7948","TRIBAL HEALTH DATA IMPROVEMENT ACT OF 2020","House Energy and Commerce"
"H. Rept. 116-547",https://www.congress.gov/congressional-report/116th-congress/house-report/547/1,"116th Congress (2019-2020)","H.R. 5572","FAMILY SUPPORT SERVICES FOR ADDICTION ACT OF 2020","House Energy and Commerce"
"H. Rept. 116-548",https://www.congress.gov/congressional-report/116th-congress/house-report/548/1,"116th Congress (2019-2020)","H.R. 5373","UNITED STATES ANTI-DOPING AGENCY REAUTHORIZATION ACT OF 2019","House Energy and Commerce"
"H. Rept. 116-549",https://www.congress.gov/congressional-report/116th-congress/house-report/549/1,"116th Congress (2019-2020)","H.R. 4764","TIMELY REAUTHORIZATION OF NECESSARY STEM-CELL PROGRAMS LENDS ACCESS TO NEEDED THERAPIES ACT OF 2019","House Energy and Commerce"
"H. Rept. 116-550",https://www.congress.gov/congressional-report/116th-congress/house-report/550/1,"116th Congress (2019-2020)","H.R. 3131","SOUTH ASIAN HEART HEALTH AWARENESS AND RESEARCH ACT OF 2020","House Energy and Commerce"
"H. Rept. 116-551",https://www.congress.gov/congressional-report/116th-congress/house-report/551/1,"116th Congress (2019-2020)","H.R. 4439","CREATING HOPE REAUTHORIZATION ACT","House Energy and Commerce"
"H. Rept. 116-552",https://www.congress.gov/congressional-report/116th-congress/house-report/552/1,"116th Congress (2019-2020)","H.R. 5469","PURSUING EQUITY IN MENTAL HEALTH ACT","House Energy and Commerce"
"H. Rept. 116-553",https://www.congress.gov/congressional-report/116th-congress/house-report/553/1,"116th Congress (2019-2020)","H.R. 1109","MENTAL HEALTH SERVICES FOR STUDENTS ACT OF 2020","House Energy and Commerce"
"H. Rept. 116-554",https://www.congress.gov/congressional-report/116th-congress/house-report/554/1,"116th Congress (2019-2020)","H.R. 1754","HORSERACING INTEGRITY AND SAFETY ACT OF 2020","House Energy and Commerce"
"H. Rept. 116-555",https://www.congress.gov/congressional-report/116th-congress/house-report/555/1,"116th Congress (2019-2020)","H.R. 8161","THE ONE STOP SHOP COMMUNITY REENTRY PROGRAM ACT OF 2020","House Judiciary"
"H. Rept. 116-556",https://www.congress.gov/congressional-report/116th-congress/house-report/556/1,"116th Congress (2019-2020)","H.Res. 1161","PROVIDING FOR CONSIDERATION OF THE SENATE AMENDMENTS TO THE BILL (H.R. 925) TO EXTEND THE AUTHORIZATION OF APPROPRIATIONS FOR ALLOCATION TO CARRY OUT APPROVED WETLANDS CONSERVATION PROJECTS UNDER THE NORTH AMERICAN WETLANDS CONSERVATION ACT THROUGH FISCAL YEAR 2024","House Rules"
"H. Rept. 116-557",https://www.congress.gov/congressional-report/116th-congress/house-report/557/1,"116th Congress (2019-2020)","H.Res. 1164","PROVIDING FOR CONSIDERATION OF THE RESOLUTION (H. RES. 1153) CONDEMNING UNWANTED, UNNECESSARY MEDICAL PROCEDURES ON INDIVIDUALS WITHOUT THEIR FULL, INFORMED CONSENT, AND PROVIDING FOR CONSIDERATION OF THE RESOLUTION (H. RES. 1154) CONDEMNING QANON AND REJECTING THE CONSPIRACY THEORIES IT PROMOTES","House Rules"
"H. Rept. 116-558",https://www.congress.gov/congressional-report/116th-congress/house-report/558/1,"116th Congress (2019-2020)","H.R. 2795","WILDLIFE CORRIDORS CONSERVATION ACT OF 2019","House Natural Resources"
"H. Rept. 116-559",https://www.congress.gov/congressional-report/116th-congress/house-report/559/1,"116th Congress (2019-2020)","H.R. 5179","TRIBAL WILDLIFE CORRIDORS ACT OF 2019","House Natural Resources"
"H. Rept. 116-560",https://www.congress.gov/congressional-report/116th-congress/house-report/560/1,"116th Congress (2019-2020)",,"RECOMMENDATIONS TO IMPROVE CONTINUITY OF GOVERNMENT AND CONGRESSIONAL OPERATIONS","House Select Committee on the Modernization of Congress"
"H. Rept. 116-561",https://www.congress.gov/congressional-report/116th-congress/house-report/561/1,"116th Congress (2019-2020)",,"RECOMMENDATIONS TO RECLAIM CONGRESS' ARTICLE ONE POWERS, BOOST STAFF CAPACITY, IMPROVE THE SCHEDULE AND CALENDAR, IMPROVE THE BUDGET AND APPROPRIATIONS PROCESS, IDENTIFY ADMINISTRATIVE INEFFICIENCIES AND IMPROVE TECHNOLOGY AND CONTINUITY","House Select Committee on the Modernization of Congress"
"H. Rept. 116-562",https://www.congress.gov/congressional-report/116th-congress/house-report/562/1,"116th Congress (2019-2020)",,"The Select Committee on the Modernization of Congress - Final Report","House Select Committee on the Modernization of Congress"
"H. Rept. 116-563",https://www.congress.gov/congressional-report/116th-congress/house-report/563/1,"116th Congress (2019-2020)","H.R. 3623","CLIMATE RISK DISCLOSURE ACT OF 2019","House Financial Services"
"H. Rept. 116-564",https://www.congress.gov/congressional-report/116th-congress/house-report/564/1,"116th Congress (2019-2020)","H.R. 8109","NONPARTISAN POSTMASTER GENERAL ACT OF 2020","House Oversight and Reform"
"H. Rept. 116-565",https://www.congress.gov/congressional-report/116th-congress/house-report/565/1,"116th Congress (2019-2020)","H.R. 7856","INTELLIGENCE AUTHORIZATION ACT FOR FISCAL YEAR 2021","House Intelligence (Permanent Select)"
"H. Rept. 116-566",https://www.congress.gov/congressional-report/116th-congress/house-report/566/1,"116th Congress (2019-2020)","H.R. 6636","NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION SEXUAL HARASSMENT AND ASSAULT PREVENTION IMPROVEMENTS ACT OF 2020","House Natural Resources"
"H. Rept. 116-567",https://www.congress.gov/congressional-report/116th-congress/house-report/567/1,"116th Congress (2019-2020)","H.R. 8294","NATIONAL APPRENTICESHIP ACT OF 2020","House Education and Labor"
"H. Rept. 116-568",https://www.congress.gov/congressional-report/116th-congress/house-report/568/1,"116th Congress (2019-2020)","H.R. 2466","STATE OPIOID RESPONSE GRANT AUTHORIZATION ACT OF 2020","House Energy and Commerce"
"H. Rept. 116-569",https://www.congress.gov/congressional-report/116th-congress/house-report/569/1,"116th Congress (2019-2020)","H.R. 6237","PROPER AND REIMBURSED CARE FOR NATIVE VETERANS ACT","House Natural Resources"
"H. Rept. 116-570",https://www.congress.gov/congressional-report/116th-congress/house-report/570/1,"116th Congress (2019-2020)","H.R. 5919","NATIONAL CHILDREN'S MUSEUM ACT","House Transportation and Infrastructure"
"H. Rept. 116-571",https://www.congress.gov/congressional-report/116th-congress/house-report/571/1,"116th Congress (2019-2020)","H.R. 4499","NIMHD RESEARCH ENDOWMENT REVITALIZATION ACT OF 2019","House Energy and Commerce"
"H. Rept. 116-572",https://www.congress.gov/congressional-report/116th-congress/house-report/572/1,"116th Congress (2019-2020)","H.R. 4712","FAIRNESS IN ORPHAN DRUG EXCLUSIVITY ACT","House Energy and Commerce"
"H. Rept. 116-573",https://www.congress.gov/congressional-report/116th-congress/house-report/573/1,"116th Congress (2019-2020)","H.R. 5668","MAKING OBJECTIVE DRUG EVIDENCE REVISIONS FOR NEW LABELING ACT OF 2020","House Energy and Commerce"
"H. Rept. 116-574",https://www.congress.gov/congressional-report/116th-congress/house-report/574/1,"116th Congress (2019-2020)","H.R. 2914","HOUSING SURVIVORS OF MAJOR DISASTERS ACT OF 2020","House Transportation and Infrastructure"
"H. Rept. 116-575",https://www.congress.gov/congressional-report/116th-congress/house-report/575/1,"116th Congress (2019-2020)","H.R. 4358","PRELIMINARY DAMAGE ASSESSMENT IMPROVEMENT ACT OF 2020","House Transportation and Infrastructure"
"H. Rept. 116-576",https://www.congress.gov/congressional-report/116th-congress/house-report/576/1,"116th Congress (2019-2020)","H.R. 4611","OCEAN POLLUTION REDUCTION ACT II","House Transportation and Infrastructure"
"H. Rept. 116-577",https://www.congress.gov/congressional-report/116th-congress/house-report/577/1,"116th Congress (2019-2020)","H.R. 5953","PREVENTING DISASTER REVICTIMIZATION ACT","House Transportation and Infrastructure"
"H. Rept. 116-578",https://www.congress.gov/congressional-report/116th-congress/house-report/578/1,"116th Congress (2019-2020)","H.R. 8326","CHILD CARE IS ECONOMIC DEVELOPMENT ACT OF 2020","House Transportation and Infrastructure"
"H. Rept. 116-579",https://www.congress.gov/congressional-report/116th-congress/house-report/579/1,"116th Congress (2019-2020)","H.R. 8408","AIRCRAFT CERTIFICATION REFORM AND ACCOUNTABILITY ACT","House Transportation and Infrastructure"
"H. Rept. 116-580",https://www.congress.gov/congressional-report/116th-congress/house-report/580/1,"116th Congress (2019-2020)","H.R. 8266","FEMA ASSISTANCE RELIEF ACT OF 2020","House Transportation and Infrastructure"
"H. Rept. 116-581",https://www.congress.gov/congressional-report/116th-congress/house-report/581/1,"116th Congress (2019-2020)","H.R. 2117","FASTER ACT OF 2020","House Energy and Commerce"
"H. Rept. 116-582",https://www.congress.gov/congressional-report/116th-congress/house-report/582/1,"116th Congress (2019-2020)","H.R. 6096","RELIABLE EMERGENCY ALERT DISTRIBUTION IMPROVEMENT ACT OF 2020","House Energy and Commerce"
"H. Rept. 116-583",https://www.congress.gov/congressional-report/116th-congress/house-report/583/1,"116th Congress (2019-2020)","H.R. 3878","BLOCK, REPORT, AND SUSPEND SUSPICIOUS SHIPMENTS ACT OF 2020","House Energy and Commerce"
"H. Rept. 116-584",https://www.congress.gov/congressional-report/116th-congress/house-report/584/1,"116th Congress (2019-2020)","H.R. 4812","ENSURING COMPLIANCE AGAINST DRUG DIVERSION ACT OF 2019","House Energy and Commerce"
"H. Rept. 116-585",https://www.congress.gov/congressional-report/116th-congress/house-report/585/1,"116th Congress (2019-2020)","H.R. 4806","DEBARMENT ENFORCEMENT OF BAD ACTOR REGISTRANTS ACT OF 2020","House Energy and Commerce"
"H. Rept. 116-586",https://www.congress.gov/congressional-report/116th-congress/house-report/586/1,"116th Congress (2019-2020)","H.R. 5855","BIPARTISAN SOLUTION TO CYCLICAL VIOLENCE ACT OF 2020","House Energy and Commerce"
"H. Rept. 116-587",https://www.congress.gov/congressional-report/116th-congress/house-report/587/1,"116th Congress (2019-2020)","H.R. 2281","EASY MEDICATION ACCESS AND TREATMENT FOR OPIOID ADDICTION ACT","House Energy and Commerce"
"H. Rept. 116-588",https://www.congress.gov/congressional-report/116th-congress/house-report/588/1,"116th Congress (2019-2020)","H.R. 8121","PANDEMIC EFFECTS ON HOME SAFETY AND TOURISM ACT","House Energy and Commerce"
"H. Rept. 116-589",https://www.congress.gov/congressional-report/116th-congress/house-report/589/1,"116th Congress (2019-2020)","H.R. 6624","UTILIZING STRATEGIC ALLIED TELECOMMUNICATIONS ACT OF 2020","House Energy and Commerce"
"H. Rept. 116-590",https://www.congress.gov/congressional-report/116th-congress/house-report/590/1,"116th Congress (2019-2020)","H.R. 2610","FRAUD AND SCAM REDUCTION ACT","House Energy and Commerce"
"H. Rept. 116-591",https://www.congress.gov/congressional-report/116th-congress/house-report/591/1,"116th Congress (2019-2020)","H.R. 6435","COMBATING PANDEMIC SCAMS ACT OF 2020","House Energy and Commerce"
"H. Rept. 116-592",https://www.congress.gov/congressional-report/116th-congress/house-report/592/1,"116th Congress (2019-2020)","H.R. 7310","SPECTRUM IT MODERNIZATION ACT OF 2020","House Energy and Commerce"
"H. Rept. 116-593",https://www.congress.gov/congressional-report/116th-congress/house-report/593/1,"116th Congress (2019-2020)","H.Res. 1224","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 8294) TO AMEND THE NATIONAL APPRENTICESHIP ACT AND EXPAND THE NATIONAL APPRENTICESHIP SYSTEM TO INCLUDE APPRENTICESHIPS, YOUTH APPRENTICESHIPS, AND PRE- APPRENTICESHIP REGISTERED UNDER SUCH ACT, TO PROMOTE THE FURTHERANCE OF LABOR STANDARDS NECESSARY TO SAFEGUARD THE WELFARE OF APPRENTICES, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 116-594",https://www.congress.gov/congressional-report/116th-congress/house-report/594/1,"116th Congress (2019-2020)","H.R. 4644","H.R. 4644, THE LIBYA STABILIZATION ACT","House Foreign Affairs"
"H. Rept. 116-595",https://www.congress.gov/congressional-report/116th-congress/house-report/595/1,"116th Congress (2019-2020)","H.R. 631","FOR THE RELIEF OF ARPITA KURDEKAR, GIRISH KURDEKAR, AND VANDANA KURDEKAR","House Judiciary"
"H. Rept. 116-596",https://www.congress.gov/congressional-report/116th-congress/house-report/596/1,"116th Congress (2019-2020)","H.R. 4225","FOR THE RELIEF OF MARIA ISABEL BUESO BARRERA, ALBERTO BUESO MENDOZA, KARLA MARIA BARRERA DE BUESO, AND ANA LUCIA BUESO BARRERA","House Judiciary"
"H. Rept. 116-597",https://www.congress.gov/congressional-report/116th-congress/house-report/597/1,"116th Congress (2019-2020)","H.R. 7146","FOR THE RELIEF OF VICTORIA GALINDO LOPEZ","House Judiciary"
"H. Rept. 116-598",https://www.congress.gov/congressional-report/116th-congress/house-report/598/1,"116th Congress (2019-2020)","H.R. 7572","FOR THE RELIEF OF MEDIAN EL-MOUSTRAH","House Judiciary"
"H. Rept. 116-599",https://www.congress.gov/congressional-report/116th-congress/house-report/599/1,"116th Congress (2019-2020)","H.R. 4153","HEALTH CARE ACCESS FOR URBAN NATIVE VETERANS ACT","House Natural Resources"
"H. Rept. 116-600",https://www.congress.gov/congressional-report/116th-congress/house-report/600/1,"116th Congress (2019-2020)","H.R. 7045","TO REQUIRE THE SECRETARY OF AGRICULTURE TO CONDUCT A STUDY ON LANDS THAT COULD BE INCLUDED IN A NATIONAL FOREST IN HAWAI`I, AND FOR OTHER PURPOSES","House Natural Resources"
"H. Rept. 116-601",https://www.congress.gov/congressional-report/116th-congress/house-report/601/1,"116th Congress (2019-2020)","H.R. 1049","NATIONAL HERITAGE AREA ACT OF 2020","House Natural Resources"
"H. Rept. 116-602",https://www.congress.gov/congressional-report/116th-congress/house-report/602/1,"116th Congress (2019-2020)","H.R. 3682","LAND GRANT-MERCEDES TRADITIONAL USE RECOGNITION AND CONSULTATION ACT","House Natural Resources"
"H. Rept. 116-603",https://www.congress.gov/congressional-report/116th-congress/house-report/603/1,"116th Congress (2019-2020)","H.R. 1248","YORK RIVER WILD AND SCENIC RIVER ACT OF 2019","House Natural Resources"
"H. Rept. 116-604",https://www.congress.gov/congressional-report/116th-congress/house-report/604/1,"116th Congress (2019-2020)","H.R. 3884","MARIJUANA OPPORTUNITY REINVESTMENT AND EXPUNGEMENT ACT OF 2019","House Judiciary"
"H. Rept. 116-605",https://www.congress.gov/congressional-report/116th-congress/house-report/605/1,"116th Congress (2019-2020)","S. 212","INDIAN COMMUNITY ECONOMIC ENHANCEMENT ACT OF 2019","House Natural Resources"
"H. Rept. 116-606",https://www.congress.gov/congressional-report/116th-congress/house-report/606/1,"116th Congress (2019-2020)","H.R. 5040","AERIAL INCURSION REPERCUSSION SAFETY ACT OF 2020","House Natural Resources"
"H. Rept. 116-607",https://www.congress.gov/congressional-report/116th-congress/house-report/607/1,"116th Congress (2019-2020)","H.Res. 1244","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 3884) TO DECRIMINALIZE AND DESCHEDULE CANNABIS, TO PROVIDE FOR REINVESTMENT IN CERTAIN PERSONS ADVERSELY IMPACTED BY THE WAR ON DRUGS, TO PROVIDE FOR EXPUNGEMENT OF CERTAIN CANNABIS OFFENSES, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 116-608",https://www.congress.gov/congressional-report/116th-congress/house-report/608/1,"116th Congress (2019-2020)","H.R. 970","ROBERT E. LEE STATUE REMOVAL ACT","House Natural Resources"
"H. Rept. 116-609",https://www.congress.gov/congressional-report/116th-congress/house-report/609/1,"116th Congress (2019-2020)","H.R. 4248","SURFACE MINING CONTROL AND RECLAMATION ACT AMENDMENTS OF 2019","House Natural Resources"
"H. Rept. 116-610",https://www.congress.gov/congressional-report/116th-congress/house-report/610/1,"116th Congress (2019-2020)","H.R. 5458","ROCKY MOUNTAIN NATIONAL PARK BOUNDARY MODIFICATION ACT","House Natural Resources"
"H. Rept. 116-611",https://www.congress.gov/congressional-report/116th-congress/house-report/611/1,"116th Congress (2019-2020)","H.R. 5459","ROCKY MOUNTAIN NATIONAL PARK OWNERSHIP CORRECTION ACT","House Natural Resources"
"H. Rept. 116-612",https://www.congress.gov/congressional-report/116th-congress/house-report/612/1,"116th Congress (2019-2020)","H.R. 7098","SAGUARO NATIONAL PARK BOUNDARY EXPANSION AND STUDY ACT OF 2020","House Natural Resources"
"H. Rept. 116-613",https://www.congress.gov/congressional-report/116th-congress/house-report/613/1,"116th Congress (2019-2020)","H.R. 7489","LONG BRIDGE ACT OF 2020","House Natural Resources"
"H. Rept. 116-614",https://www.congress.gov/congressional-report/116th-congress/house-report/614/1,"116th Congress (2019-2020)","H.Res. 746","RESOLUTION EXPRESSING THE SENSE OF THE HOUSE OF REPRESENTATIVES THAT THE UNITED STATES SHOULD REAFFIRM ITS COMMITMENT AS A MEMBER OF THE WORLD TRADE ORGANIZATION (WTO) AND WORK WITH OTHER WTO MEMBERS TO ACHIEVE REFORMS AT THE WTO THAT IMPROVE THE SPEED AND PREDICTABILITY OF DISPUTE SETTLEMENT, ADDRESS LONGSTANDING CONCERNS WITH THE WTO'S APPELLATE BODY, INCREASE TRANSPARENCY AT THE WTO, ENSURE THAT WTO MEMBERS INVOKE SPECIAL AND DIFFERENTIAL TREATMENT RESERVED FOR DEVELOPING COUNTRIES ONLY IN FAIR AND APPROPRIATE CIRCUMSTANCES, AND UPDATE THE WTO RULES TO ADDRESS THE NEEDS OF THE UNITED STATES AND OTHER FREE AND OPEN ECONOMIES IN THE 21ST CENTURY","House Ways and Means"
