"Downloaded on",04/07/2021,"10:52:09 EDT"
"Search URL",https://www.congress.gov/search?pageSort=numberDesc&q=%7B%22source%22%3A%22comreports%22%2C%22congress%22%3A%22115%22%7D

"Report Number",URL,Congress,Accompanies,Title,Committee
"H. Rept. 115-523",https://www.congress.gov/congressional-report/115th-congress/house-report/523/1,"115th Congress (2017-2018)","H.R. 1457","TO ESTABLISH REQUIREMENTS FOR USE OF A DRIVER'S LICENSE OR PERSONAL IDENTIFICATION CARD BY CERTAIN FINANCIAL INSTITUTIONS FOR OPENING AN ACCOUNT OR OBTAINING A FINANCIAL PRODUCT OR SERVICE, AND FOR OTHER PURPOSES","House Financial Services"
"H. Rept. 115-522",https://www.congress.gov/congressional-report/115th-congress/house-report/522/1,"115th Congress (2017-2018)","H.R. 1153","MORTGAGE CHOICE ACT OF 2017","House Financial Services"
"H. Rept. 115-521",https://www.congress.gov/congressional-report/115th-congress/house-report/521/1,"115th Congress (2017-2018)","H.Res. 708","WAIVING A REQUIREMENT OF CLAUSE 6(A) OF RULE XIII WITH RESPECT TO CONSIDERATION OF CERTAIN RESOLUTIONS REPORTED FROM THE COMMITTEE ON RULES, AND PROVIDING FOR CONSIDERATION OF MOTIONS TO SUSPEND THE RULES","House Rules"
"H. Rept. 115-520",https://www.congress.gov/congressional-report/115th-congress/house-report/520/1,"115th Congress (2017-2018)","H.Res. 696","PROVIDING FOR CONSIDERATION OF THE SENATE AMENDMENT TO THE BILL (H.R. 195) TO AMEND TITLE 44, UNITED STATES CODE, TO RESTRICT THE DISTRIBUTION OF FREE PRINTED COPIES OF THE FEDERAL REGISTER TO MEMBERS OF CONGRESS AND OTHER OFFICERS AND EMPLOYEES OF THE UNITED STATES, AND FOR OTHER PURPOSES; WAIVING A REQUIREMENT OF CLAUSE 6(A) OF RULE XIII WITH RESPECT TO CONSIDERATION OF CERTAIN RESOLUTIONS REPORTED FROM THE COMMITTEE ON RULES; AND PROVIDING FOR CONSIDERATION OF MOTIONS TO SUSPEND THE RULES","House Rules"
"H. Rept. 115-519",https://www.congress.gov/congressional-report/115th-congress/house-report/519/1,"115th Congress (2017-2018)","H.Res. 694","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4712) TO AMEND TITLE 18, UNITED STATES CODE, TO PROHIBIT A HEALTH CARE PRACTITIONER FROM FAILING TO EXERCISE THE PROPER DEGREE OF CARE IN THE CASE OF A CHILD WHO SURVIVES AN ABORTION OR ATTEMPTED ABORTION, AND PROVIDING FOR PROCEEDINGS DURING THE PERIOD FROM JANUARY 22, 2018, THROUGH JANUARY 26, 2018","House Rules"
"H. Rept. 115-518",https://www.congress.gov/congressional-report/115th-congress/house-report/518/1,"115th Congress (2017-2018)","H.Res. 693","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 3326) TO INCREASE ACCOUNTABILITY, COMBAT CORRUPTION, AND STRENGTHEN MANAGEMENT EFFECTIVENESS AT THE WORLD BANK, AND PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 2954) TO AMEND THE HOME MORTGAGE DISCLOSURE ACT OF 1975 TO SPECIFY WHICH DEPOSITORY INSTITUTIONS ARE SUBJECT TO THE MAINTENANCE OF RECORDS AND DISCLOSURE REQUIREMENTS OF SUCH ACT, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-517",https://www.congress.gov/congressional-report/115th-congress/house-report/517/1,"115th Congress (2017-2018)","H.R. 4279","EXPANDING INVESTMENT OPPORTUNITIES ACT","House Financial Services"
"H. Rept. 115-516",https://www.congress.gov/congressional-report/115th-congress/house-report/516/1,"115th Congress (2017-2018)","S. 117","ALEX DIEKMANN PEAK DESIGNATION ACT OF 2017","House Natural Resources"
"H. Rept. 115-515",https://www.congress.gov/congressional-report/115th-congress/house-report/515/1,"115th Congress (2017-2018)","H.R. 4033","NATIONAL GEOLOGIC MAPPING ACT REAUTHORIZATION ACT","House Natural Resources"
"H. Rept. 115-514",https://www.congress.gov/congressional-report/115th-congress/house-report/514/1,"115th Congress (2017-2018)","H.R. 1119","SATISFYING ENERGY NEEDS AND SAVING THE ENVIRONMENT ACT","House Energy and Commerce"
"H. Rept. 115-513",https://www.congress.gov/congressional-report/115th-congress/house-report/513/1,"115th Congress (2017-2018)","H.R. 1532","POARCH BAND OF CREEK INDIANS LAND REAFFIRMATION ACT","House Natural Resources"
"H. Rept. 115-512",https://www.congress.gov/congressional-report/115th-congress/house-report/512/1,"115th Congress (2017-2018)","H.R. 3737","SOCIAL MEDIA USE IN CLEARANCE INVESTIGATIONS ACT OF 2017","House Oversight and Government Reform"
"H. Rept. 115-511",https://www.congress.gov/congressional-report/115th-congress/house-report/511/1,"115th Congress (2017-2018)","H.R. 1701","ELIMINATING GOVERNMENT-FUNDED OIL-PAINTING ACT","House Oversight and Government Reform"
"H. Rept. 115-510",https://www.congress.gov/congressional-report/115th-congress/house-report/510/1,"115th Congress (2017-2018)","H.R. 4043","WHISTLEBLOWER PROTECTION EXTENSION ACT OF 2017","House Oversight and Government Reform"
"H. Rept. 115-509",https://www.congress.gov/congressional-report/115th-congress/house-report/509/1,"115th Congress (2017-2018)","H.R. 1917","BLOCKING REGULATORY INTERFERENCE FROM CLOSING KILNS ACT OF 2017","House Energy and Commerce"
"H. Rept. 115-508",https://www.congress.gov/congressional-report/115th-congress/house-report/508/1,"115th Congress (2017-2018)","H.R. 453","RELIEF FROM NEW SOURCE PERFORMANCE STANDARDS ACT OF 2017","House Energy and Commerce"
"H. Rept. 115-507",https://www.congress.gov/congressional-report/115th-congress/house-report/507/1,"115th Congress (2017-2018)","S. 1285","OREGON TRIBAL ECONOMIC DEVELOPMENT ACT","House Natural Resources"
"H. Rept. 115-506",https://www.congress.gov/congressional-report/115th-congress/house-report/506/1,"115th Congress (2017-2018)","H.R. 2504","TO ENSURE FAIR TREATMENT IN LICENSING REQUIREMENTS FOR THE EXPORT OF CERTAIN ECHINODERMS","House Natural Resources"
"H. Rept. 115-505",https://www.congress.gov/congressional-report/115th-congress/house-report/505/1,"115th Congress (2017-2018)","H.R. 3548","BORDER SECURITY FOR AMERICA ACT OF 2017","House Homeland Security"
"H. Rept. 115-504",https://www.congress.gov/congressional-report/115th-congress/house-report/504/1,"115th Congress (2017-2018)","H.Res. 682","PROVIDING FOR CONSIDERATION OF THE BILL (S. 139) TO IMPLEMENT THE USE OF RAPID DNA INSTRUMENTS TO INFORM DECISIONS ABOUT PRETRIAL RELEASE OR DETENTION AND THEIR CONDITIONS, TO SOLVE AND PREVENT VIOLENT CRIMES AND OTHER CRIMES, TO EXONERATE THE INNOCENT, TO PREVENT DNA ANALYSIS BACKLOGS, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-503",https://www.congress.gov/congressional-report/115th-congress/house-report/503/1,"115th Congress (2017-2018)","H.Res. 681","PROVIDING FOR CONSIDERATION OF THE BILL (S. 140) TO AMEND THE WHITE MOUNTAIN APACHE TRIBE WATER RIGHTS QUANTIFICATION ACT OF 2010 TO CLARIFY THE USE OF AMOUNTS IN THE WMAT SETTLEMENT FUND","House Rules"
"H. Rept. 115-502",https://www.congress.gov/congressional-report/115th-congress/house-report/502/1,"115th Congress (2017-2018)","H.R. 4568","ENHANCING GEOTHERMAL PRODUCTION ON FEDERAL LANDS ACT","House Natural Resources"
"H. Rept. 115-501",https://www.congress.gov/congressional-report/115th-congress/house-report/501/1,"115th Congress (2017-2018)","H.R. 4475","NATIONAL VOLCANO EARLY WARNING AND MONITORING SYSTEM ACT","House Natural Resources"
"H. Rept. 115-500",https://www.congress.gov/congressional-report/115th-congress/house-report/500/1,"115th Congress (2017-2018)","H.R. 4519","AMENDING THE SECURITIES EXCHANGE ACT OF 1934 TO REPEAL CERTAIN DISCLOSURE REQUIREMENTS RELATED TO RESOURCE EXTRACTION, AND FOR OTHER PURPOSES","House Financial Services"
"H. Rept. 115-499",https://www.congress.gov/congressional-report/115th-congress/house-report/499/1,"115th Congress (2017-2018)","H.R. 4555","DHS INTERAGENCY COUNTERTERRORISM TASK FORCE ACT OF 2017","House Homeland Security"
"H. Rept. 115-498",https://www.congress.gov/congressional-report/115th-congress/house-report/498/1,"115th Congress (2017-2018)","H.R. 4561","SECURITY ASSESSMENT FEASIBILITY FOR EQUIPMENT TESTING AND EVALUATION OF CAPABILITIES FOR OUR HOMELAND ACT","House Homeland Security"
"H. Rept. 115-497",https://www.congress.gov/congressional-report/115th-congress/house-report/497/1,"115th Congress (2017-2018)","H.R. 4559","GLOBAL AVIATION SYSTEM SECURITY REFORM ACT OF 2017","House Homeland Security"
"H. Rept. 115-496",https://www.congress.gov/congressional-report/115th-congress/house-report/496/1,"115th Congress (2017-2018)","H.R. 4433","SECURING DEPARTMENT OF HOMELAND SECURITY FIREARMS ACT OF 2017","House Homeland Security"
"H. Rept. 115-495",https://www.congress.gov/congressional-report/115th-congress/house-report/495/1,"115th Congress (2017-2018)","H.R. 1486","SECURING AMERICAN NON-PROFIT ORGANIZATIONS AGAINST TERRORISM ACT OF 2017","House Homeland Security"
"H. Rept. 115-494",https://www.congress.gov/congressional-report/115th-congress/house-report/494/1,"115th Congress (2017-2018)","H.R. 4553","TERRORIST SCREENING AND TARGETING REVIEW ACT OF 2017","House Homeland Security"
"H. Rept. 115-493",https://www.congress.gov/congressional-report/115th-congress/house-report/493/1,"115th Congress (2017-2018)","H.R. 4581","SCREENING AND VETTING PASSENGER EXCHANGE ACT OF 2017","House Homeland Security"
"H. Rept. 115-492",https://www.congress.gov/congressional-report/115th-congress/house-report/492/1,"115th Congress (2017-2018)","H.R. 4578","COUNTER TERRORIST NETWORK ACT","House Homeland Security"
"H. Rept. 115-491",https://www.congress.gov/congressional-report/115th-congress/house-report/491/1,"115th Congress (2017-2018)","H.R. 4569","COUNTERTERRORISM INFORMATION SHARING IMPROVEMENT ACT OF 2017","House Homeland Security"
"H. Rept. 115-490",https://www.congress.gov/congressional-report/115th-congress/house-report/490/1,"115th Congress (2017-2018)","H.R. 4567","DHS OVERSEAS PERSONNEL ENHANCEMENT ACT OF 2017","House Homeland Security"
"H. Rept. 115-489",https://www.congress.gov/congressional-report/115th-congress/house-report/489/1,"115th Congress (2017-2018)",,"POST-CALIPHATE THREAT ASSESSMENT ACT OF 2017","House Homeland Security"
"H. Rept. 115-488",https://www.congress.gov/congressional-report/115th-congress/house-report/488/1,"115th Congress (2017-2018)","H.R. 4577","DOMESTIC EXPLOSIVES DETECTION CANINE CAPACITY BUILDING ACT OF 2017","House Homeland Security"
"H. Rept. 115-487",https://www.congress.gov/congressional-report/115th-congress/house-report/487/1,"115th Congress (2017-2018)","H.R. 424","GRAY WOLF STATE MANAGEMENT ACT OF 2017","House Natural Resources"
"H. Rept. 115-486",https://www.congress.gov/congressional-report/115th-congress/house-report/486/1,"115th Congress (2017-2018)","H.R. 772","COMMON SENSE NUTRITION DISCLOSURE ACT OF 2017","House Energy and Commerce"
"H. Rept. 115-485",https://www.congress.gov/congressional-report/115th-congress/house-report/485/1,"115th Congress (2017-2018)","H.R. 2954","HOME MORTGAGE DISCLOSURE ADJUSTMENT ACT","House Financial Services"
"H. Rept. 115-484",https://www.congress.gov/congressional-report/115th-congress/house-report/484/1,"115th Congress (2017-2018)","H.R. 3445","AFRICAN GROWTH AND OPPORTUNITY ACT AND MILLENNIUM CHALLENGE ACT MODERNIZATION ACT","House Foreign Affairs"
"H. Rept. 115-483",https://www.congress.gov/congressional-report/115th-congress/house-report/483/1,"115th Congress (2017-2018)","H.R. 3776","CYBER DIPLOMACY ACT OF 2017","House Foreign Affairs"
"H. Rept. 115-482",https://www.congress.gov/congressional-report/115th-congress/house-report/482/1,"115th Congress (2017-2018)",,"IN THE MATTER REGARDING THE ARRESTS OF MEMBERS OF THE HOUSE DURING A PROTEST OUTSIDE THE UNITED STATES CAPITOL ON DECEMBER 6, 2017","House Ethics"
"H. Rept. 115-481",https://www.congress.gov/congressional-report/115th-congress/house-report/481/1,"115th Congress (2017-2018)","H.R. 3729","COMPREHENSIVE OPERATIONS, SUSTAINABILITY, AND TRANSPORT ACT OF 2017","House Ways and Means"
"H. Rept. 115-480",https://www.congress.gov/congressional-report/115th-congress/house-report/480/1,"115th Congress (2017-2018)","H.R. 3727","INCREASING TELEHEALTH ACCESS IN MEDICARE ACT","House Ways and Means"
"H. Rept. 115-479",https://www.congress.gov/congressional-report/115th-congress/house-report/479/1,"115th Congress (2017-2018)","H.R. 3726","STARK ADMINISTRATIVE SIMPLIFICATION ACT OF 2017","House Ways and Means"
"H. Rept. 115-478",https://www.congress.gov/congressional-report/115th-congress/house-report/478/1,"115th Congress (2017-2018)","H.R. 3168","SPECIAL NEEDS PLANS REAUTHORIZATION ACT OF 2017","House Ways and Means"
"H. Rept. 115-477",https://www.congress.gov/congressional-report/115th-congress/house-report/477/1,"115th Congress (2017-2018)","H.Res. 670","PROVIDING FOR CONSIDERATION OF THE SENATE AMENDMENT TO THE BILL (H.R. 1370) TO AMEND THE HOMELAND SECURITY ACT OF 2002 TO REQUIRE THE SECRETARY OF HOMELAND SECURITY TO ISSUE DEPARTMENT OF HOMELAND SECURITY-WIDE GUIDANCE AND DEVELOP TRAINING PROGRAMS AS PART OF THE DEPARTMENT OF HOMELAND SECURITY BLUE CAMPAIGN, AND FOR OTHER PURPOSES; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4667) MAKING FURTHER SUPPLEMENTAL APPROPRIATIONS FOR THE FISCAL YEAR ENDING SEPTEMBER 30, 2018, FOR DISASTER ASSISTANCE FOR HURRICANES HARVEY, IRMA, AND MARIA, AND CALENDAR YEAR 2017 WILDFIRES, AND FOR OTHER PURPOSES; AND PROVIDING FOR PROCEEDINGS DURING THE PERIOD FROM DECEMBER 22, 2017, THROUGH JANUARY 7, 2018","House Rules"
"H. Rept. 115-476",https://www.congress.gov/congressional-report/115th-congress/house-report/476/1,"115th Congress (2017-2018)","H.Res. 668","PROVIDING FOR CONSIDERATION OF THE SENATE AMENDMENT TO THE BILL (H.R. 1) TO PROVIDE FOR RECONCILIATION PURSUANT TO TITLES II AND V OF THE CONCURRENT RESOLUTION ON THE BUDGET FOR FISCAL YEAR 2018","House Rules"
"H. Rept. 115-475",https://www.congress.gov/congressional-report/115th-congress/house-report/475/1,"115th Congress (2017-2018)","H.R. 4478","FISA AMENDMENTS REAUTHORIZATION ACT OF 2017","House Intelligence (Permanent Select)"
"H. Rept. 115-474",https://www.congress.gov/congressional-report/115th-congress/house-report/474/1,"115th Congress (2017-2018)","H.Res. 667","PROVIDING FOR CONSIDERATION OF THE CONFERENCE REPORT TO ACCOMPANY THE BILL (H.R. 1) TO PROVIDE FOR RECONCILIATION PURSUANT TO TITLES II AND V OF THE CONCURRENT RESOLUTION ON THE BUDGET FOR FISCAL YEAR 2018; PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 3312) TO AMEND THE DODD- FRANK WALL STREET REFORM AND CONSUMER PROTECTION ACT TO SPECIFY WHEN BANK HOLDING COMPANIES MAY BE SUBJECT TO CERTAIN ENHANCED SUPERVISION, AND FOR OTHER PURPOSES; AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-473",https://www.congress.gov/congressional-report/115th-congress/house-report/473/1,"115th Congress (2017-2018)","H.R. 4323","SUPPORTING VETERANS IN STEM CAREERS ACT","House Science, Space, and Technology"
"H. Rept. 115-472",https://www.congress.gov/congressional-report/115th-congress/house-report/472/1,"115th Congress (2017-2018)","H.R. 4254","WOMEN IN AEROSPACE EDUCATION ACT","House Science, Space, and Technology"
"H. Rept. 115-471",https://www.congress.gov/congressional-report/115th-congress/house-report/471/1,"115th Congress (2017-2018)","H.R. 4375","STEM RESEARCH AND EDUCATION EFFECTIVENESS AND TRANSPARENCY ACT","House Science, Space, and Technology"
"H. Rept. 115-470",https://www.congress.gov/congressional-report/115th-congress/house-report/470/1,"115th Congress (2017-2018)","H.R. 1350","TO MODIFY THE BOUNDARY OF VOYAGEURS NATIONAL PARK IN THE STATE OF MINNESOTA, AND FOR OTHER PURPOSES","House Natural Resources"
"H. Rept. 115-469",https://www.congress.gov/congressional-report/115th-congress/house-report/469/1,"115th Congress (2017-2018)","H.R. 2465","STEVE GLEASON ENDURING VOICES ACT OF 2017","House Energy and Commerce"
"H. Rept. 115-468",https://www.congress.gov/congressional-report/115th-congress/house-report/468/1,"115th Congress (2017-2018)",,"NO HUMAN TRAFFICKING ON OUR ROADS ACT","House Transportation and Infrastructure"
"H. Rept. 115-467",https://www.congress.gov/congressional-report/115th-congress/house-report/467/1,"115th Congress (2017-2018)","H.R. 3813","COMBATING HUMAN TRAFFICKING IN COMMERCIAL VEHICLES ACT","House Transportation and Infrastructure"
"H. Rept. 115-466",https://www.congress.gov/congressional-report/115th-congress/house-report/466/1,"115th Congress (2017-2018)","H.R. 1","TAX CUTS AND JOBS ACT",
"H. Rept. 115-465",https://www.congress.gov/congressional-report/115th-congress/house-report/465/1,"115th Congress (2017-2018)","H.R. 4292","FINANCIAL INSTITUTION LIVING WILL IMPROVEMENT ACT OF 2017","House Financial Services"
"H. Rept. 115-464",https://www.congress.gov/congressional-report/115th-congress/house-report/464/1,"115th Congress (2017-2018)","H.R. 4258","FAMILY SELF-SUFFICIENCY ACT","House Financial Services"
"H. Rept. 115-463",https://www.congress.gov/congressional-report/115th-congress/house-report/463/1,"115th Congress (2017-2018)","H.Res. 658","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 1638) TO REQUIRE THE SECRETARY OF THE TREASURY TO SUBMIT A REPORT TO THE APPROPRIATE CONGRESSIONAL COMMITTEES ON THE ESTIMATED TOTAL ASSETS UNDER DIRECT OR INDIRECT CONTROL BY CERTAIN SENIOR IRANIAN LEADERS AND OTHER FIGURES, AND FOR OTHER PURPOSES, AND PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4324) TO REQUIRE THE SECRETARY OF THE TREASURY TO MAKE CERTIFICATIONS WITH RESPECT TO UNITED STATES AND FOREIGN FINANCIAL INSTITUTIONS' AIRCRAFT-RELATED TRANSACTIONS INVOLVING IRAN, AND FOR OTHER PURPOSES","House Rules"
"H. Rept. 115-462",https://www.congress.gov/congressional-report/115th-congress/house-report/462/1,"115th Congress (2017-2018)","H.Res. 657","PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 2396) TO AMEND THE GRAMM- LEACH-BLILEY ACT TO UPDATE THE EXCEPTION FOR CERTAIN ANNUAL NOTICES PROVIDED BY FINANCIAL INSTITUTIONS, AND PROVIDING FOR CONSIDERATION OF THE BILL (H.R. 4015) TO IMPROVE THE QUALITY OF PROXY ADVISORY FIRMS FOR THE PROTECTION OF INVESTORS AND THE U.S. ECONOMY, AND IN THE PUBLIC INTEREST, BY FOSTERING ACCOUNTABILITY, TRANSPARENCY, RESPONSIVENESS, AND COMPETITION IN THE PROXY ADVISORY FIRM INDUSTRY","House Rules"
"H. Rept. 115-461",https://www.congress.gov/congressional-report/115th-congress/house-report/461/1,"115th Congress (2017-2018)","H.R. 2872","PROMOTING HYDROPOWER DEVELOPMENT AT EXISTING NONPOWERED DAMS ACT","House Energy and Commerce"
"H. Rept. 115-460",https://www.congress.gov/congressional-report/115th-congress/house-report/460/1,"115th Congress (2017-2018)","H.R. 4171","TO AMEND TITLE 5, UNITED STATES CODE, TO EXTEND THE AUTHORITY TO CONDUCT TELEWORK TRAVEL EXPENSES TEST PROGRAMS, AND FOR OTHER PURPOSES","House Oversight and Government Reform"
"H. Rept. 115-459",https://www.congress.gov/congressional-report/115th-congress/house-report/459/1,"115th Congress (2017-2018)","H.R. 1313","PRESERVING EMPLOYEE WELLNESS PROGRAMS ACT","House Education and the Workforce"
"H. Rept. 115-458",https://www.congress.gov/congressional-report/115th-congress/house-report/458/1,"115th Congress (2017-2018)","H.R. 2880","PROMOTING CLOSED-LOOP PUMPED STORAGE HYDROPOWER ACT","House Energy and Commerce"
"H. Rept. 115-457",https://www.congress.gov/congressional-report/115th-congress/house-report/457/1,"115th Congress (2017-2018)","H.R. 1733","TO DIRECT THE SECRETARY OF ENERGY TO REVIEW AND UPDATE A REPORT ON THE ENERGY AND ENVIRONMENTAL BENEFITS OF THE RE-REFINING OF USED LUBRICATING OIL","House Energy and Commerce"
"H. Rept. 115-456",https://www.congress.gov/congressional-report/115th-congress/house-report/456/1,"115th Congress (2017-2018)","H.R. 1730","PROTECTING RELIGIOUSLY AFFILIATED INSTITUTIONS ACT OF 2017","House Judiciary"
